#,district_info_id,indicator_value,indicator_unit,indicator_date,district_name,indicator_name
1,12013,-1446,чел.,2024-09-30,Ауэзовский район,Миграция населения - сальдо
2,10423,-1362,чел.,2024-06-30,Ауэзовский район,Миграция населения - сальдо
3,5809,-642,чел.,2024-03-31,Ауэзовский район,Миграция населения - сальдо
4,10485,-128,чел.,2024-06-30,Жетысуский район,Миграция населения - сальдо
5,5815,-64,чел.,2024-03-31,Жетысуский район,Миграция населения - сальдо
6,29,0,тг.,2024-09-30,Алмалинский район,Среднемесячная зарплата по организационно-правовым формам
7,617,0,ед.,2024-09-30,Наурызбайский район,ВУЗы
8,707,0,тг.,2024-09-30,Турксибский район,Среднемесячная зарплата по организационно-правовым формам
9,24431,0,ед.,2023-09-30,Наурызбайский район,ВУЗы
10,3703,0,ед.,2023-12-31,Медеуский район,ВУЗы
11,6146,0,ед.,2024-03-31,Бостандыкский район,Всего зарегистрированных субъектов малого предпринимательства (юрид. и физ. лица)
12,9917,0,ед.,2024-06-30,Бостандыкский район,Всего действующих крупных и средних промышленных предприятий
13,5668,0,чел.,2024-03-31,Жетысуский район,Умершие от убийств
14,5923,0,ед.,2024-03-31,Алмалинский район,Всего зарегистрированных субъектов малого предпринимательства (юрид. и физ. лица)
15,5431,0,ед.,2023-12-31,Медеуский район,ВУЗы
16,5702,0,чел.,2024-03-31,Наурызбайский район,Умершие от дорожно-транспортных происшествий
17,5834,0,ед.,2024-03-31,Ауэзовский район,Многоквартирные жилые дома
18,5865,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
19,25558,0,кв.м,2023-09-30,Турксибский район,Многоквартирные жилые дома
20,9918,0,ед.,2024-06-30,Бостандыкский район,Всего зарегистрированных субъектов малого предпринимательства (юрид. и физ. лица)
21,23937,0,ед.,2023-03-31,Наурызбайский район,ВУЗы
22,25559,0,кв.м,2023-09-30,Турксибский район,Индивидуальные жилые дома
23,24184,0,ед.,2023-06-30,Наурызбайский район,ВУЗы
24,19384,0,кв.м,2023-09-30,Ауэзовский район,Индивидуальные жилые дома
25,21360,0,кв.м,2023-03-31,Жетысуский район,Индивидуальные жилые дома
26,21607,0,кв.м,2023-06-30,Жетысуский район,Индивидуальные жилые дома
27,5622,0,чел.,2024-03-31,Алмалинский район,Умершие от дорожно-транспортных происшествий
28,4569,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
29,21854,0,кв.м,2023-09-30,Жетысуский район,Индивидуальные жилые дома
30,5001,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
31,22101,0,кв.м,2023-12-31,Жетысуский район,Индивидуальные жилые дома
32,4135,0,ед.,2023-12-31,Медеуский район,ВУЗы
33,5662,0,чел.,2024-03-31,Жетысуский район,Умершие от стенокардии
34,10534,0,чел.,2024-06-30,Наурызбайский район,Умершие от стенокардии
35,11536,0,ед.,2024-06-30,Наурызбайский район,ВУЗы
36,23548,0,тг.,2022-12-31,Наурызбайский район,Среднемесячная зарплата по организационно-правовым формам
37,25312,0,кв.м,2023-06-30,Турксибский район,Индивидуальные жилые дома
38,23690,0,ед.,2022-12-31,Наурызбайский район,ВУЗы
39,16134,0,ед.,2022-12-31,Алатауский район,Количество действующих субъектов всего по району
40,9482,0,кв.м,2024-06-30,Алмалинский район,Индивидуальные жилые дома
41,22208,0,ед.,2023-12-31,Жетысуский район,ВУЗы
42,21961,0,ед.,2023-09-30,Жетысуский район,ВУЗы
43,21714,0,ед.,2023-06-30,Жетысуский район,ВУЗы
44,6592,0,ед.,2024-03-31,Наурызбайский район,Всего зарегистрированных субъектов малого предпринимательства (юрид. и физ. лица)
45,21467,0,ед.,2023-03-31,Жетысуский район,ВУЗы
46,21220,0,ед.,2022-12-31,Жетысуский район,ВУЗы
47,11080,0,ед.,2024-06-30,Жетысуский район,ВУЗы
48,10954,0,ед.,2024-06-30,Жетысуский район,Всего зарегистрированных субъектов малого предпринимательства (юрид. и физ. лица)
49,10953,0,ед.,2024-06-30,Жетысуский район,Всего действующих крупных и средних промышленных предприятий
50,6491,0,ед.,2024-03-31,Жетысуский район,ВУЗы
51,5863,0,ед.,2023-12-31,Жетысуский район,ВУЗы
52,24678,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
53,5708,0,чел.,2024-03-31,Турксибский район,Умершие от гипертонической болезни
54,5710,0,чел.,2024-03-31,Турксибский район,Умершие от стенокардии
55,7380,0,чел.,2023-03-31,Алатауский район,Умершие  от самоубийств
56,7425,0,чел.,2023-03-31,Ауэзовский район,Умершие от убийств
57,7449,0,чел.,2023-03-31,Бостандыкский район,Умершие  от самоубийств
58,7471,0,чел.,2023-03-31,Жетысуский район,Умершие от убийств
59,7495,0,чел.,2023-03-31,Медеуский район,Умершие  от самоубийств
60,5620,0,чел.,2024-03-31,Алмалинский район,Умершие от убийств
61,4999,0,ед.,2023-12-31,Медеуский район,ВУЗы
62,4567,0,ед.,2023-12-31,Медеуский район,ВУЗы
63,5433,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
64,10974,0,кв.м,2024-06-30,Жетысуский район,Индивидуальные жилые дома
65,7655,0,чел.,2023-06-30,Жетысуский район,Умершие от убийств
66,7839,0,чел.,2023-09-30,Жетысуский район,Умершие от убийств
67,10354,0,чел.,2024-06-30,Алмалинский район,Умершие от убийств
68,18643,0,кв.м,2022-12-31,Ауэзовский район,Индивидуальные жилые дома
69,18890,0,кв.м,2023-03-31,Ауэзовский район,Индивидуальные жилые дома
70,19136,0,кв.м,2023-06-30,Ауэзовский район,Многоквартирные жилые дома
71,12740,0,ед.,2024-09-30,Жетысуский район,ВУЗы
72,19137,0,кв.м,2023-06-30,Ауэзовский район,Индивидуальные жилые дома
73,19383,0,кв.м,2023-09-30,Ауэзовский район,Многоквартирные жилые дома
74,6714,0,ед.,2024-03-31,Наурызбайский район,ВУЗы
75,10532,0,чел.,2024-06-30,Наурызбайский район,Умершие от гипертонической болезни
76,3705,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
77,4137,0,ед.,2023-12-31,Наурызбайский район,ВУЗы
78,7461,0.74,коэф.,2023-03-31,Жетысуский район,Коэффицент разводимости на 1000 человек
79,7691,0.78,коэф.,2023-06-30,Наурызбайский район,Коэффицент разводимости на 1000 человек
80,7921,0.81,коэф.,2023-12-31,Алатауский район,Коэффицент разводимости на 1000 человек
81,7737,0.81,коэф.,2023-09-30,Алатауский район,Коэффицент разводимости на 1000 человек
82,7507,0.82,коэф.,2023-03-31,Наурызбайский район,Коэффицент разводимости на 1000 человек
83,7484,0.84,коэф.,2023-03-31,Медеуский район,Коэффицент разводимости на 1000 человек
84,7392,0.86,коэф.,2023-03-31,Алмалинский район,Коэффицент разводимости на 1000 человек
85,7369,0.86,коэф.,2023-03-31,Алатауский район,Коэффицент разводимости на 1000 человек
86,7553,0.87,коэф.,2023-06-30,Алатауский район,Коэффицент разводимости на 1000 человек
87,7875,0.88,коэф.,2023-09-30,Наурызбайский район,Коэффицент разводимости на 1000 человек
88,7645,0.91,коэф.,2023-06-30,Жетысуский район,Коэффицент разводимости на 1000 человек
89,8013,0.95,коэф.,2023-12-31,Жетысуский район,Коэффицент разводимости на 1000 человек
90,7576,0.96,коэф.,2023-06-30,Алмалинский район,Коэффицент разводимости на 1000 человек
91,8059,0.96,коэф.,2023-12-31,Наурызбайский район,Коэффицент разводимости на 1000 человек
92,7829,0.98,коэф.,2023-09-30,Жетысуский район,Коэффицент разводимости на 1000 человек
93,4996,1,ед.,2023-12-31,Алмалинский район,ВУЗы
94,7695,1,чел.,2023-06-30,Наурызбайский район,Умершие от стенокардии
95,10478,1,чел.,2024-06-30,Жетысуский район,Умершие от убийств
96,10472,1,чел.,2024-06-30,Жетысуский район,Умершие от стенокардии
97,8023,1,чел.,2023-12-31,Жетысуский район,Умершие от убийств
98,5860,1,ед.,2023-12-31,Алмалинский район,ВУЗы
99,3700,1,ед.,2023-12-31,Алмалинский район,ВУЗы
100,7472,1,чел.,2023-03-31,Жетысуский район,Умершие  от самоубийств
101,4132,1,ед.,2023-12-31,Алмалинский район,ВУЗы
102,10540,1,чел.,2024-06-30,Наурызбайский район,Умершие от убийств
103,7287,1,чел.,2022-12-31,Жетысуский район,Умершие от убийств
104,4564,1,ед.,2023-12-31,Алмалинский район,ВУЗы
105,10272,1,ед.,2024-06-30,Турксибский район,ВУЗы
106,8644,1,ед.,2024-03-31,Алатауский район,ВУЗы
107,8914,1,ед.,2024-03-31,Турксибский район,ВУЗы
108,10852,1,ед.,2024-06-30,Алатауский район,ВУЗы
109,16280,1,ед.,2022-12-31,Алатауский район,ВУЗы
110,16527,1,ед.,2023-03-31,Алатауский район,ВУЗы
111,16774,1,ед.,2023-06-30,Алатауский район,ВУЗы
112,17021,1,ед.,2023-09-30,Алатауский район,ВУЗы
113,17268,1,ед.,2023-12-31,Алатауский район,ВУЗы
114,24925,1,ед.,2022-12-31,Турксибский район,ВУЗы
115,25172,1,ед.,2023-03-31,Турксибский район,ВУЗы
116,25419,1,ед.,2023-06-30,Турксибский район,ВУЗы
117,25666,1,ед.,2023-09-30,Турксибский район,ВУЗы
118,25913,1,ед.,2023-12-31,Турксибский район,ВУЗы
119,7672,1,чел.,2023-06-30,Медеуский район,Умершие от стенокардии
120,7678,1,чел.,2023-06-30,Медеуский район,Умершие от убийств
121,7679,1,чел.,2023-06-30,Медеуский район,Умершие  от самоубийств
122,12288,1,ед.,2024-09-30,Алатауский район,ВУЗы
123,10509,1,чел.,2024-06-30,Медеуский район,Умершие от убийств
124,10510,1,чел.,2024-06-30,Медеуский район,Умершие  от самоубийств
125,7494,1,чел.,2023-03-31,Медеуский район,Умершие от убийств
126,7488,1,чел.,2023-03-31,Медеуский район,Умершие от стенокардии
127,5678,1,чел.,2024-03-31,Медеуский район,Умершие от стенокардии
128,5684,1,чел.,2024-03-31,Медеуский район,Умершие от убийств
129,5685,1,чел.,2024-03-31,Медеуский район,Умершие  от самоубийств
130,5636,1,чел.,2024-03-31,Ауэзовский район,Умершие от убийств
131,7609,1,чел.,2023-06-30,Ауэзовский район,Умершие от убийств
132,7955,1,чел.,2023-12-31,Алмалинский район,Умершие  от самоубийств
133,7771,1,чел.,2023-09-30,Алмалинский район,Умершие  от самоубийств
134,7587,1,чел.,2023-06-30,Алмалинский район,Умершие  от самоубийств
135,7403,1,чел.,2023-03-31,Алмалинский район,Умершие  от самоубийств
136,11945,1,чел.,2024-09-30,Наурызбайский район,Умершие от убийств
137,7668,1,коэф.,2023-06-30,Медеуский район,Коэффицент разводимости на 1000 человек
138,11940,1,чел.,2024-09-30,Алатауский район,Умершие от убийств
139,7195,1,чел.,2022-12-31,Алатауский район,Умершие от убийств
140,5621,1,чел.,2024-03-31,Алмалинский район,Умершие  от самоубийств
141,7371,1,чел.,2023-03-31,Алатауский район,Умершие от гипертонической болезни
142,7379,1,чел.,2023-03-31,Алатауский район,Умершие от убийств
143,11897,1,чел.,2024-09-30,Наурызбайский район,Умершие от стенокардии
144,11895,1,чел.,2024-09-30,Жетысуский район,Умершие от стенокардии
145,11894,1,чел.,2024-09-30,Бостандыкский район,Умершие от стенокардии
146,5646,1,чел.,2024-03-31,Бостандыкский район,Умершие от стенокардии
147,11881,1,чел.,2024-09-30,Наурызбайский район,Умершие от гипертонической болезни
148,10448,1,чел.,2024-06-30,Бостандыкский район,Умершие  от самоубийств
149,10441,1,чел.,2024-06-30,Бостандыкский район,Умершие от стенокардии
150,10385,1,чел.,2024-06-30,Алатауский район,Умершие от убийств
151,7760,1,коэф.,2023-09-30,Алмалинский район,Коэффицент разводимости на 1000 человек
152,5716,1,чел.,2024-03-31,Турксибский район,Умершие от убийств
153,5717,1,чел.,2024-03-31,Турксибский район,Умершие  от самоубийств
154,5722,1,чел.,2024-03-31,Турксибский район,Умершие от инфекционных и паразитарных болезней
155,7534,1,чел.,2023-03-31,Турксибский район,Умершие от стенокардии
156,7541,1,чел.,2023-03-31,Турксибский район,Умершие  от самоубийств
157,843,1,ед.,2024-09-30,Турксибский район,ВУЗы
158,7448,1,чел.,2023-03-31,Бостандыкский район,Умершие от убийств
159,7718,1,чел.,2023-06-30,Турксибский район,Умершие от стенокардии
160,10565,1,чел.,2024-06-30,Турксибский район,Умершие от стенокардии
161,5700,1,чел.,2024-03-31,Наурызбайский район,Умершие от убийств
162,5701,1,чел.,2024-03-31,Наурызбайский район,Умершие  от самоубийств
163,5428,1,ед.,2023-12-31,Алмалинский район,ВУЗы
164,7511,1,чел.,2023-03-31,Наурызбайский район,Умершие от стенокардии
165,7518,1,чел.,2023-03-31,Наурызбайский район,Умершие  от самоубийств
166,7521,1,чел.,2023-03-31,Наурызбайский район,"Умершие от гриппа, ОРЗ и пневмонии"
167,7523,1,чел.,2023-03-31,Наурызбайский район,Умершие от инфекционных и паразитарных болезней
168,5669,1,чел.,2024-03-31,Жетысуский район,Умершие  от самоубийств
169,7415,1.03,коэф.,2023-03-31,Ауэзовский район,Коэффицент разводимости на 1000 человек
170,7438,1.05,коэф.,2023-03-31,Бостандыкский район,Коэффицент разводимости на 1000 человек
171,7944,1.05,коэф.,2023-12-31,Алмалинский район,Коэффицент разводимости на 1000 человек
172,7530,1.06,коэф.,2023-03-31,Турксибский район,Коэффицент разводимости на 1000 человек
173,8082,1.08,коэф.,2023-12-31,Турксибский район,Коэффицент разводимости на 1000 человек
174,7599,1.08,коэф.,2023-06-30,Ауэзовский район,Коэффицент разводимости на 1000 человек
175,7783,1.08,коэф.,2023-09-30,Ауэзовский район,Коэффицент разводимости на 1000 человек
176,7714,1.08,коэф.,2023-06-30,Турксибский район,Коэффицент разводимости на 1000 человек
177,7852,1.08,коэф.,2023-09-30,Медеуский район,Коэффицент разводимости на 1000 человек
178,7898,1.09,коэф.,2023-09-30,Турксибский район,Коэффицент разводимости на 1000 человек
179,7967,1.1,коэф.,2023-12-31,Ауэзовский район,Коэффицент разводимости на 1000 человек
180,8036,1.11,коэф.,2023-12-31,Медеуский район,Коэффицент разводимости на 1000 человек
181,7622,1.14,коэф.,2023-06-30,Бостандыкский район,Коэффицент разводимости на 1000 человек
182,7990,1.21,коэф.,2023-12-31,Бостандыкский район,Коэффицент разводимости на 1000 человек
183,7806,1.22,коэф.,2023-09-30,Бостандыкский район,Коэффицент разводимости на 1000 человек
184,5582,1.31,коэф.,2024-03-31,Медеуский район,Коэффицент разводимости на 1000 человек
185,5558,1.39,коэф.,2024-03-31,Алмалинский район,Коэффицент разводимости на 1000 человек
186,5564,1.41,коэф.,2024-03-31,Ауэзовский район,Коэффицент разводимости на 1000 человек
187,10375,1.42,коэф.,2024-06-30,Алатауский район,Коэффицент разводимости на 1000 человек
188,22683,1.44,коэф.,2023-03-31,Медеуский район,Коэффицент младенческой смертности на 1000 человек
189,11860,1.45,коэф.,2024-09-30,Алатауский район,Коэффицент разводимости на 1000 человек
190,5594,1.51,коэф.,2024-03-31,Турксибский район,Коэффицент разводимости на 1000 человек
191,8713,1.51,коэф.,2024-03-31,Алатауский район,Коэффицент разводимости на 1000 человек
192,5588,1.52,коэф.,2024-03-31,Наурызбайский район,Коэффицент разводимости на 1000 человек
193,10530,1.52,коэф.,2024-06-30,Наурызбайский район,Коэффицент разводимости на 1000 человек
194,10468,1.57,коэф.,2024-06-30,Жетысуский район,Коэффицент разводимости на 1000 человек
195,10499,1.6,коэф.,2024-06-30,Медеуский район,Коэффицент разводимости на 1000 человек
196,11863,1.62,коэф.,2024-09-30,Жетысуский район,Коэффицент разводимости на 1000 человек
197,11865,1.63,коэф.,2024-09-30,Наурызбайский район,Коэффицент разводимости на 1000 человек
198,11859,1.63,коэф.,2024-09-30,Алмалинский район,Коэффицент разводимости на 1000 человек
199,10344,1.65,коэф.,2024-06-30,Алмалинский район,Коэффицент разводимости на 1000 человек
200,11864,1.65,коэф.,2024-09-30,Медеуский район,Коэффицент разводимости на 1000 человек
201,5570,1.65,коэф.,2024-03-31,Бостандыкский район,Коэффицент разводимости на 1000 человек
202,5576,1.66,коэф.,2024-03-31,Жетысуский район,Коэффицент разводимости на 1000 человек
203,10437,1.79,коэф.,2024-06-30,Бостандыкский район,Коэффицент разводимости на 1000 человек
204,11862,1.81,коэф.,2024-09-30,Бостандыкский район,Коэффицент разводимости на 1000 человек
205,10561,1.85,коэф.,2024-06-30,Турксибский район,Коэффицент разводимости на 1000 человек
206,11861,1.9,коэф.,2024-09-30,Ауэзовский район,Коэффицент разводимости на 1000 человек
207,10406,1.91,коэф.,2024-06-30,Ауэзовский район,Коэффицент разводимости на 1000 человек
208,8746,2,ед.,2024-03-31,Алатауский район,Индивидуальные жилые дома
209,11950,2,чел.,2024-09-30,Бостандыкский район,Умершие  от самоубийств
210,5670,2,чел.,2024-03-31,Жетысуский район,Умершие от дорожно-транспортных происшествий
211,5434,2,ед.,2023-12-31,Жетысуский район,ВУЗы
212,3706,2,ед.,2023-12-31,Жетысуский район,ВУЗы
213,4138,2,ед.,2023-12-31,Жетысуский район,ВУЗы
214,10447,2,чел.,2024-06-30,Бостандыкский район,Умершие от убийств
215,11866,2,коэф.,2024-09-30,Турксибский район,Коэффицент разводимости на 1000 человек
216,4570,2,ед.,2023-12-31,Жетысуский район,ВУЗы
217,5002,2,ед.,2023-12-31,Жетысуский район,ВУЗы
218,7264,2,чел.,2022-12-31,Бостандыкский район,Умершие от убийств
219,7586,2,чел.,2023-06-30,Алмалинский район,Умершие от убийств
220,5652,2,чел.,2024-03-31,Бостандыкский район,Умершие от убийств
221,7258,2,чел.,2022-12-31,Бостандыкский район,Умершие от стенокардии
222,7977,2,чел.,2023-12-31,Ауэзовский район,Умершие от убийств
223,5711,2,чел.,2024-03-31,Турксибский район,Умершие от острого инфаркта миокарда
224,7632,2,чел.,2023-06-30,Бостандыкский район,Умершие от убийств
225,7770,2,чел.,2023-09-30,Алмалинский район,Умершие от убийств
226,7793,2,чел.,2023-09-30,Ауэзовский район,Умершие от убийств
227,7702,2,чел.,2023-06-30,Наурызбайский район,Умершие  от самоубийств
228,7954,2,чел.,2023-12-31,Алмалинский район,Умершие от убийств
229,7540,2,чел.,2023-03-31,Турксибский район,Умершие от убийств
230,7701,2,чел.,2023-06-30,Наурызбайский район,Умершие от убийств
231,7426,2,чел.,2023-03-31,Ауэзовский район,Умершие  от самоубийств
232,7442,2,чел.,2023-03-31,Бостандыкский район,Умершие от стенокардии
233,5637,2,чел.,2024-03-31,Ауэзовский район,Умершие  от самоубийств
234,5630,2,чел.,2024-03-31,Ауэзовский район,Умершие от стенокардии
235,5690,2,чел.,2024-03-31,Медеуский район,Умершие от инфекционных и паразитарных болезней
236,7496,2,чел.,2023-03-31,Медеуский район,Умершие от дорожно-транспортных происшествий
237,7724,2,чел.,2023-06-30,Турксибский район,Умершие от убийств
238,7862,2,чел.,2023-09-30,Медеуский район,Умершие от убийств
239,8046,2,чел.,2023-12-31,Медеуский район,Умершие от убийств
240,7281,2,чел.,2022-12-31,Жетысуский район,Умершие от стенокардии
241,7465,2,чел.,2023-03-31,Жетысуский район,Умершие от стенокардии
242,10572,2,чел.,2024-06-30,Турксибский район,Умершие  от самоубийств
243,5843,2,ед.,2024-03-31,Медеуский район,Многоквартирные жилые дома
244,7473,2,чел.,2023-03-31,Жетысуский район,Умершие от дорожно-транспортных происшествий
245,5866,2,ед.,2023-12-31,Турксибский район,ВУЗы
246,7477,2,чел.,2023-03-31,Жетысуский район,Умершие от инфекционных и паразитарных болезней
247,11944,2,чел.,2024-09-30,Медеуский район,Умершие от убийств
248,10416,2,чел.,2024-06-30,Ауэзовский район,Умершие от убийств
249,11941,2,чел.,2024-09-30,Ауэзовский район,Умершие от убийств
250,11939,2,чел.,2024-09-30,Алмалинский район,Умершие от убийств
251,7396,2,чел.,2023-03-31,Алмалинский район,Умершие от стенокардии
252,7212,2,чел.,2022-12-31,Алмалинский район,Умершие от стенокардии
253,7402,2,чел.,2023-03-31,Алмалинский район,Умершие от убийств
254,7885,2,чел.,2023-09-30,Наурызбайский район,Умершие от убийств
255,5658,2,чел.,2024-03-31,Бостандыкский район,Умершие от инфекционных и паразитарных болезней
256,5654,2,чел.,2024-03-31,Бостандыкский район,Умершие от дорожно-транспортных происшествий
257,11898,2,чел.,2024-09-30,Турксибский район,Умершие от стенокардии
258,5653,2,чел.,2024-03-31,Бостандыкский район,Умершие  от самоубийств
259,7517,2,чел.,2023-03-31,Наурызбайский район,Умершие от убийств
260,22930,2.1,коэф.,2023-06-30,Медеуский район,Коэффицент младенческой смертности на 1000 человек
261,7300,2.33,коэф.,2022-12-31,Медеуский район,Коэффицент разводимости на 1000 человек
262,7208,2.35,коэф.,2022-12-31,Алмалинский район,Коэффицент разводимости на 1000 человек
263,7254,2.66,коэф.,2022-12-31,Бостандыкский район,Коэффицент разводимости на 1000 человек
264,7346,2.68,коэф.,2022-12-31,Турксибский район,Коэффицент разводимости на 1000 человек
265,17743,2.7,коэф.,2023-03-31,Алмалинский район,Коэффицент младенческой смертности на 1000 человек
266,7185,2.71,коэф.,2022-12-31,Алатауский район,Коэффицент разводимости на 1000 человек
267,17496,2.73,коэф.,2022-12-31,Алмалинский район,Коэффицент младенческой смертности на 1000 человек
268,7277,2.81,коэф.,2022-12-31,Жетысуский район,Коэффицент разводимости на 1000 человек
269,7231,2.88,коэф.,2022-12-31,Ауэзовский район,Коэффицент разводимости на 1000 человек
270,7323,2.99,коэф.,2022-12-31,Наурызбайский район,Коэффицент разводимости на 1000 человек
271,5695,3,чел.,2024-03-31,Наурызбайский район,Умершие от острого инфаркта миокарда
272,5614,3,чел.,2024-03-31,Алмалинский район,Умершие от стенокардии
273,7707,3,чел.,2023-06-30,Наурызбайский район,Умершие от инфекционных и паразитарных болезней
274,7856,3,чел.,2023-09-30,Медеуский район,Умершие от стенокардии
275,10449,3,чел.,2024-06-30,Бостандыкский район,Умершие от дорожно-транспортных происшествий
276,8047,3,чел.,2023-12-31,Медеуский район,Умершие  от самоубийств
277,10484,3,чел.,2024-06-30,Жетысуский район,Умершие от инфекционных и паразитарных болезней
278,10541,3,чел.,2024-06-30,Наурызбайский район,Умершие  от самоубийств
279,11951,3,чел.,2024-09-30,Жетысуский район,Умершие  от самоубийств
280,7908,3,чел.,2023-09-30,Турксибский район,Умершие от убийств
281,8092,3,чел.,2023-12-31,Турксибский район,Умершие от убийств
282,11952,3,чел.,2024-09-30,Медеуский район,Умершие  от самоубийств
283,7557,3,чел.,2023-06-30,Алатауский район,Умершие от стенокардии
284,7863,3,чел.,2023-09-30,Медеуский район,Умершие  от самоубийств
285,5694,3,чел.,2024-03-31,Наурызбайский район,Умершие от стенокардии
286,8070,3,чел.,2023-12-31,Наурызбайский район,Умершие  от самоубийств
287,11953,3,чел.,2024-09-30,Наурызбайский район,Умершие  от самоубийств
288,7879,3,чел.,2023-09-30,Наурызбайский район,Умершие от стенокардии
289,7333,3,чел.,2022-12-31,Наурызбайский район,Умершие от убийств
290,7563,3,чел.,2023-06-30,Алатауский район,Умершие от убийств
291,7649,3,чел.,2023-06-30,Жетысуский район,Умершие от стенокардии
292,7633,3,чел.,2023-06-30,Бостандыкский район,Умершие  от самоубийств
293,5674,3,чел.,2024-03-31,Жетысуский район,Умершие от инфекционных и паразитарных болезней
294,7356,3,чел.,2022-12-31,Турксибский район,Умершие от убийств
295,7816,3,чел.,2023-09-30,Бостандыкский район,Умершие от убийств
296,7886,3,чел.,2023-09-30,Наурызбайский район,Умершие  от самоубийств
297,10355,3,чел.,2024-06-30,Алмалинский район,Умершие  от самоубийств
298,11942,3,чел.,2024-09-30,Бостандыкский район,Умершие от убийств
299,7373,3,чел.,2023-03-31,Алатауский район,Умершие от стенокардии
300,10479,3,чел.,2024-06-30,Жетысуский район,Умершие  от самоубийств
301,5831,3,ед.,2024-03-31,Алмалинский район,Многоквартирные жилые дома
302,5628,3,чел.,2024-03-31,Ауэзовский район,Умершие от гипертонической болезни
303,7218,3,чел.,2022-12-31,Алмалинский район,Умершие от убийств
304,7486,3,чел.,2023-03-31,Медеуский район,Умершие от гипертонической болезни
305,7304,3,чел.,2022-12-31,Медеуский район,Умершие от стенокардии
306,7580,3,чел.,2023-06-30,Алмалинский район,Умершие от стенокардии
307,25153,3.29,коэф.,2023-03-31,Турксибский район,Коэффицент младенческой смертности на 1000 человек
308,23177,3.49,коэф.,2023-09-30,Медеуский район,Коэффицент младенческой смертности на 1000 человек
309,7689,3.55,коэф.,2023-06-30,Наурызбайский район,Коэффицент смертности на 1000 человек
310,7873,3.55,коэф.,2023-09-30,Наурызбайский район,Коэффицент смертности на 1000 человек
311,7391,3.56,коэф.,2023-03-31,Алмалинский район,Коэффицент брачности на 1000 человек
312,10372,3.57,коэф.,2024-06-30,Алатауский район,Коэффицент смертности на 1000 человек
313,10527,3.59,коэф.,2024-06-30,Наурызбайский район,Коэффицент смертности на 1000 человек
314,11836,3.59,коэф.,2024-09-30,Алатауский район,Коэффицент смертности на 1000 человек
315,7505,3.61,коэф.,2023-03-31,Наурызбайский район,Коэффицент смертности на 1000 человек
316,5591,3.64,коэф.,2024-03-31,Турксибский район,Коэффицент смертности на 1000 человек
317,11841,3.65,коэф.,2024-09-30,Наурызбайский район,Коэффицент смертности на 1000 человек
318,5561,3.71,коэф.,2024-03-31,Ауэзовский район,Коэффицент смертности на 1000 человек
319,7183,3.71,коэф.,2022-12-31,Алатауский район,Коэффицент смертности на 1000 человек
320,7460,3.74,коэф.,2023-03-31,Жетысуский район,Коэффицент брачности на 1000 человек
321,7367,3.77,коэф.,2023-03-31,Алатауский район,Коэффицент смертности на 1000 человек
322,21201,3.77,коэф.,2022-12-31,Жетысуский район,Коэффицент младенческой смертности на 1000 человек
323,8057,3.78,коэф.,2023-12-31,Наурызбайский район,Коэффицент смертности на 1000 человек
324,7551,3.79,коэф.,2023-06-30,Алатауский район,Коэффицент смертности на 1000 человек
325,7735,3.84,коэф.,2023-09-30,Алатауский район,Коэффицент смертности на 1000 человек
326,7321,3.91,коэф.,2022-12-31,Наурызбайский район,Коэффицент смертности на 1000 человек
327,5574,3.91,коэф.,2024-03-31,Жетысуский район,Коэффицент младенческой смертности на 1000 человек
328,7919,3.92,коэф.,2023-12-31,Алатауский район,Коэффицент смертности на 1000 человек
329,12105,4,ед.,2024-09-30,Наурызбайский район,Всего действующих крупных и средних промышленных предприятий
330,7680,4,чел.,2023-06-30,Медеуский район,Умершие от дорожно-транспортных происшествий
331,12514,4,ед.,2024-09-30,Ауэзовский район,ВУЗы
332,12247,4,чел.,2024-09-30,Алатауский район,Количество трудоустроенных
333,19244,4,ед.,2023-06-30,Ауэзовский район,ВУЗы
334,10511,4,чел.,2024-06-30,Медеуский район,Умершие от дорожно-транспортных происшествий
335,7489,4,чел.,2023-03-31,Медеуский район,Умершие от острого инфаркта миокарда
336,7310,4,чел.,2022-12-31,Медеуский район,Умершие от убийств
337,5686,4,чел.,2024-03-31,Медеуский район,Умершие от дорожно-транспортных происшествий
338,11991,4,чел.,2024-09-30,Жетысуский район,Умершие от инфекционных и паразитарных болезней
339,10663,4,ед.,2024-06-30,Наурызбайский район,Всего действующих крупных и средних промышленных предприятий
340,5638,4,чел.,2024-03-31,Ауэзовский район,Умершие от дорожно-транспортных происшествий
341,10356,4,чел.,2024-06-30,Алмалинский район,Умершие от дорожно-транспортных происшествий
342,11943,4,чел.,2024-09-30,Жетысуский район,Умершие от убийств
343,10422,4,чел.,2024-06-30,Ауэзовский район,Умершие от инфекционных и паразитарных болезней
344,5626,4,чел.,2024-03-31,Алмалинский район,Умершие от инфекционных и паразитарных болезней
345,11892,4,чел.,2024-09-30,Алатауский район,Умершие от стенокардии
346,7385,4,чел.,2023-03-31,Алатауский район,Умершие от инфекционных и паразитарных болезней
347,5840,4,ед.,2024-03-31,Жетысуский район,Многоквартирные жилые дома
